,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,phase,result,roving_type
40,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",7779.908642904815,2593.3028809682714,RP,[0.001 0.001],0.1,0.01,5186.605761936543,500000.0,47.869024043681044,Heinz2001,Heinz2001,40.0,40.0,30.0,[283.44248122],10.311288568043407,phase
41,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",7779.908642904815,2593.3028809682714,RP,[0.001 0.001],0.1,0.01,5186.605761936543,500000.0,57.869024043681044,Heinz2001,Heinz2001,40.0,40.0,40.0,[47.37070692],11.136941262488707,phase
42,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",8598.208568553291,2866.069522851097,RP,[0.001 0.001],0.1,0.01,5732.139045702194,500000.0,37.90565767089101,Heinz2001,Heinz2001,40.0,40.0,20.0,[193.90180988],11.857326451091504,phase
43,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",8598.208568553291,2866.069522851097,RP,[0.001 0.001],0.1,0.01,5732.139045702194,500000.0,47.90565767089101,Heinz2001,Heinz2001,40.0,40.0,30.0,[268.46075567],11.363678161270455,phase
44,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",8598.208568553291,2866.069522851097,RP,[0.001 0.001],0.1,0.01,5732.139045702194,500000.0,57.90565767089101,Heinz2001,Heinz2001,40.0,40.0,40.0,[127.32263065],12.280138545481698,phase
45,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",9502.578241168148,3167.526080389383,RP,[0.001 0.001],0.1,0.01,6335.052160778766,500000.0,37.92219396501764,Heinz2001,Heinz2001,40.0,40.0,20.0,[223.75793481],13.07279554426076,phase
46,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",9502.578241168148,3167.526080389383,RP,[0.001 0.001],0.1,0.01,6335.052160778766,500000.0,47.92219396501764,Heinz2001,Heinz2001,40.0,40.0,30.0,[156.10835339],12.530826229448099,phase
47,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",9502.578241168148,3167.526080389383,RP,[0.001 0.001],0.1,0.01,6335.052160778766,500000.0,57.92219396501764,Heinz2001,Heinz2001,40.0,40.0,40.0,[272.01032213],13.544310106527552,phase
48,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",10502.070577791961,3500.69019259732,RP,[0.001 0.001],0.1,0.01,7001.38038519464,500000.0,37.92984240473501,Heinz2001,Heinz2001,40.0,40.0,20.0,[160.01458957],14.419460214906392,phase
49,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",10502.070577791961,3500.69019259732,RP,[0.001 0.001],0.1,0.01,7001.38038519464,500000.0,47.92984240473501,Heinz2001,Heinz2001,40.0,40.0,30.0,[322.40890209],13.825662796463066,phase
