,API,F0,cf_high,cf_low,comps,decoding_type,delta_theta,dur,dur_ramp,fs,harmonicity,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,result,roving_type
10,[0.],480.27813534169,5283.05948875859,2401.39067670845,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,44.39657955119893,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7011660291301647,none
11,[0.],530.7943535236503,5838.7378887601535,2653.9717676182518,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,42.96831848683961,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7235992216475853,none
12,[0.],586.6239268463596,6452.863195309956,2933.119634231798,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,41.60399309617546,Zilany2014,Zilany2014,40.0,51.0,40.0,0.7634963286353978,none
13,[0.],648.3257202420679,7131.582922662747,3241.628601210339,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,40.50614153400249,Zilany2014,Zilany2014,40.0,51.0,40.0,0.8334856729760305,none
14,[0.],716.5173807127743,7881.691187840517,3582.5869035638716,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,39.87458796405344,Zilany2014,Zilany2014,40.0,51.0,40.0,0.9408729437326872,none
15,[0.],791.8815200973457,8710.696721070803,3959.407600486729,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,39.63635223683202,Zilany2014,Zilany2014,40.0,51.0,40.0,1.0228716878401998,none
16,[0.],875.17254814933,9626.89802964263,4375.86274074665,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,39.7611214338582,Zilany2014,Zilany2014,40.0,51.0,40.0,1.0838553994661206,none
17,[0.],967.2242243259274,10639.466467585202,4836.121121629637,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,40.69583774187444,Zilany2014,Zilany2014,40.0,51.0,40.0,1.141744071082118,none
18,[0.],1068.9580038829843,11758.538042712828,5344.7900194149215,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,42.67751829487255,Zilany2014,Zilany2014,40.0,51.0,40.0,1.2189063577554815,none
19,[0.],1181.3922618220581,12995.314880042639,5906.961309110291,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,44.97720817264995,Zilany2014,Zilany2014,40.0,51.0,40.0,1.3472485212884437,none
20,[0.],1305.6524870230744,14362.177357253819,6528.262435115372,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,46.99566586349379,Zilany2014,Zilany2014,40.0,51.0,40.0,1.4761920900346372,none
21,[0.],1442.9825486078093,15872.808034685902,7214.912743039047,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,48.865164487789535,Zilany2014,Zilany2014,40.0,51.0,40.0,1.5714651287807264,none
22,[0.],1594.7571473127314,17542.328620440047,7973.785736563657,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,50.73619056988742,Zilany2014,Zilany2014,40.0,51.0,40.0,1.7029644692543267,none
23,[0.],1762.495576511835,19387.451341630185,8812.477882559175,[ 6.4  7.4  8.4  9.4 10.4],RP,[0.001],0.1,0.01,200000.0,0.4,52.594091411120644,Zilany2014,Zilany2014,40.0,51.0,40.0,1.90117533420043,none
